ID	GrossMonthlyIncome	CreditCardPayment	CarPayment	StudentLoanPayments	AppraisedValue	DownPayment	LoanAmount	MonthlyMortgagePayment	CreditScore
8855	2708	301	388	276	244186	41511.62	202674.38	1487.15	500
8856	7960	449	449	418	345948	48432.72	297515.28	1979.38	637
8857	8521	463	495	243	278226	52862.94	225363.06	1075.92	779
8858	6334	443	488	383	375134	48767.42	326366.58	1375.97	806
8859	8754	232	351	386	338034	50705.1	287328.9	1542.44	734
8860	4862	248	486	315	276014	41402.1	234611.9	989.13	816
8861	8704	363	419	363	327367	68747.07	258619.93	1897.66	579
8862	8887	266	365	352	467733	60805.29	406927.71	1942.74	754
8863	6664	308	383	212	481135	91415.65	389719.35	2859.62	506
8864	7423	284	469	246	486691	48669.1	438021.9	2914.17	626
8865	7444	349	460	311	387905	104734.35	283170.65	2077.81	599
8866	7809	482	493	430	351184	21071.04	330112.96	2422.25	537
8867	7573	271	364	355	366388	106252.52	260135.48	1908.78	517
8868	3034	339	409	208	304408	30440.8	273967.2	1822.71	614
8869	9200	280	477	406	376217	52670.38	323546.62	2374.07	510
8870	4328	488	491	260	446724	75943.08	370780.92	1770.16	792
8871	4335	285	442	318	428856	51462.72	377393.28	2025.93	719
8872	9620	471	436	301	443995	106558.8	337436.2	1422.64	837
8873	6174	357	482	432	411174	32893.92	378280.08	2030.69	707
8874	5779	253	397	302	482694	67577.16	415116.84	3045.98	563
8875	5309	441	410	447	447233	84974.27	362258.73	2658.13	530
8876	5156	367	358	207	452804	126785.12	326018.88	1556.46	790
8877	5423	303	491	367	485438	29126.28	456311.72	3035.85	621
8878	5901	481	385	222	440491	105717.84	334773.16	1411.42	845
8879	7502	276	471	426	329957	82489.25	247467.75	1815.83	516
8880	2477	238	491	259	430097	21504.85	408592.15	1722.64	826
8881	5930	271	497	270	277210	55442	221768	1627.26	562
8882	7485	290	433	299	254211	61010.64	193200.36	1417.64	522
8883	6168	301	413	353	303120	42436.8	260683.2	1912.8	553
8884	5788	380	389	366	247411	27215.21	220195.79	1320.19	674
8885	6884	297	397	303	335388	43600.44	291787.56	1749.41	688
8886	3873	278	416	206	396565	71381.7	325183.3	2386.08	565
8887	8137	367	406	225	431669	77700.42	353968.58	1900.18	708
8888	7935	275	497	205	485036	82456.12	402579.88	2678.37	618
8889	9943	312	366	222	455083	118321.58	336761.42	2471.04	504
8890	5954	424	410	377	385415	107916.2	277498.8	1663.75	655
8891	9003	299	492	277	459550	41359.5	418190.5	3068.53	528
8892	8366	386	492	408	483873	116129.52	367743.48	1755.66	793
8893	8070	417	478	288	275215	41282.25	233932.75	1716.52	552
8894	4710	349	417	218	297210	44581.5	252628.5	1680.74	606
8895	2043	226	364	349	482622	135134.16	347487.84	2311.85	633
8896	2333	465	365	233	314267	56568.06	257698.94	1714.48	699
8897	8239	497	388	398	445510	62371.4	383138.6	2549.03	625
8898	9949	261	366	414	359160	89790	269370	1286.01	774
8899	9176	429	489	421	341089	17054.45	324034.55	1366.14	805
8900	5151	246	454	341	289509	75272.34	214236.66	1571.99	514
8901	8365	345	368	294	437155	122403.4	314751.6	2309.54	557
8902	7518	341	434	252	405751	101437.75	304313.25	1283	835
8903	6515	222	469	267	310187	58935.53	251251.47	1843.59	522
8904	2500	257	459	225	396721	103147.46	293573.54	2154.14	570
8905	3419	279	497	228	327539	49130.85	278408.15	1329.16	794
8906	9656	404	434	332	289692	28969.2	260722.8	1913.09	576
8907	3507	456	455	448	335100	63669	271431	1295.85	768
8908	3417	280	489	239	433888	26033.28	407854.72	2445.3	680
8909	4072	381	477	318	488318	34182.26	454135.74	2722.77	687
8910	5807	365	387	241	331204	89425.08	241778.92	1154.29	786
8911	3278	363	376	381	403136	80627.2	322508.8	2366.46	518
8912	3877	486	374	289	305516	27496.44	278019.56	1666.87	672
8913	3411	318	477	398	303051	69701.73	233349.27	1712.23	516
8914	3596	415	356	439	494368	69211.52	425156.48	1792.48	806
8915	7684	493	433	215	384525	96131.25	288393.75	1215.88	803
8916	5952	396	363	367	469580	37566.4	432013.6	3169.96	526
8917	6139	395	390	425	242187	36328.05	205858.95	1369.58	604
8918	9180	473	423	445	437609	70017.44	367591.56	2445.6	648
8919	4433	271	481	294	347833	41739.96	306093.04	2036.44	605
8920	3410	351	482	261	393189	19659.45	373529.55	2005.19	706
8921	5100	290	371	444	422625	33810	388815	2586.8	615
8922	3865	259	428	218	458125	87043.75	371081.25	1564.49	823
8923	3412	407	477	399	343502	85875.5	257626.5	1229.95	782
8924	7174	276	458	233	349086	59344.62	289741.38	1221.56	814
8925	5486	388	375	381	235414	63561.78	171852.22	1260.99	549
8926	2954	426	350	413	233718	63103.86	170614.14	1251.91	531
8927	6370	407	396	299	284886	76919.22	207966.78	1525.99	506
8928	6047	206	377	289	379488	49333.44	330154.56	1979.44	695
8929	9414	320	407	272	289834	63763.48	226070.52	1079.3	777
8930	2112	380	378	225	380017	38001.7	342015.3	1836.01	733
8931	9126	495	463	367	452251	76882.67	375368.33	2754.32	550
8932	7202	340	458	446	259682	75307.78	184374.22	1226.65	630
8933	6861	273	372	343	486666	92466.54	394199.46	2892.5	528
8934	4951	271	365	436	337009	30330.81	306678.19	2040.34	644
8935	8583	448	420	404	347251	48615.14	298635.86	1259.06	826
8936	3579	469	377	382	462541	41628.69	420912.31	1774.58	835
8937	3837	278	364	384	297352	65417.44	231934.56	1245.07	732
8938	9724	487	425	390	465214	125607.78	339606.22	2036.11	679
8939	9495	296	397	205	320598	28853.82	291744.18	1230.01	803
8940	6941	477	395	300	345231	75950.82	269280.18	1135.3	827
8941	5943	317	453	234	393232	27526.24	365705.76	2192.59	667
8942	9627	211	409	217	433356	26001.36	407354.64	1717.42	838
8943	3043	458	364	313	410154	73827.72	336326.28	2467.84	582
8944	4199	412	384	297	373558	89653.92	283904.08	1196.95	825
8945	6510	310	426	378	237383	68841.07	168541.93	904.77	710
8946	2517	455	374	282	413988	103497	310491	2278.27	597
8947	5002	384	395	296	402804	52364.52	350439.48	1477.47	837
8948	7797	406	494	258	452830	54339.6	398490.4	2923.98	568
8949	4970	202	456	309	397913	55707.82	342205.18	2510.98	589
8950	6400	454	454	234	430133	55917.29	374215.71	2243.61	677
8951	5274	310	465	246	427857	64178.55	363678.45	2668.54	558
8952	8516	333	392	235	351080	101813.2	249266.8	1658.38	638
8953	6963	432	364	407	360875	21652.5	339222.5	1821.02	717
8954	6816	483	473	301	401480	96355.2	305124.8	1829.38	687
8955	9780	257	433	377	309941	68187.02	241753.98	1608.4	610
8956	7848	411	451	218	392625	31410	361215	1724.5	751
8957	9416	311	416	435	453278	77057.26	376220.74	1796.14	767
8958	5487	223	381	420	376018	37601.8	338416.2	1816.69	741
8959	8488	281	402	356	412288	45351.68	366936.32	2692.45	547
8960	4917	464	396	440	493279	78924.64	414354.36	2224.34	731
8961	2225	423	386	447	384715	84637.3	300077.7	1799.12	688
8962	4092	275	394	331	368267	25778.69	342488.31	1443.94	844
8963	9438	455	350	212	429943	38694.87	391248.13	1649.52	836
8964	6339	374	430	353	461073	124489.71	336583.29	2239.3	621
8965	6322	220	444	365	322835	41968.55	280866.45	2060.9	598
8966	4765	496	352	322	435328	82712.32	352615.68	1683.44	770
8967	5128	205	388	422	343885	75654.7	268230.3	1608.18	652
8968	2037	262	467	308	245781	56529.63	189251.37	1134.66	600
8969	9437	484	453	424	283708	22696.64	261011.36	1915.21	518
8970	5434	262	420	345	422130	75983.4	346146.6	1652.56	767
8971	3004	312	404	296	499691	94941.29	404749.71	2172.78	745
8972	4105	430	415	210	421499	50579.88	370919.12	2721.67	550
8973	9666	413	440	393	258839	72474.92	186364.08	1000.44	727
8974	5092	270	414	350	418345	50201.4	368143.6	2701.31	543
8975	7877	350	408	361	485562	92256.78	393305.22	2885.93	545
8976	4737	319	383	438	348103	69620.6	278482.4	2043.41	537
8977	9269	233	499	296	284481	79654.68	204826.32	1228.04	693
8978	2926	204	351	311	255793	46042.74	209750.26	1125.98	732
8979	6195	329	477	208	407982	77516.58	330465.42	2424.84	557
8980	7053	404	496	332	320902	70598.44	250303.56	1343.68	739
8981	9660	386	357	398	264522	37033.08	227488.92	1669.23	513
8982	9249	317	478	310	421767	33741.36	388025.64	2326.41	683
8983	2684	281	400	276	346704	69340.8	277363.2	2035.19	567
8984	8373	308	365	228	263916	76535.64	187380.36	1374.93	512
8985	6373	302	473	243	331673	29850.57	301822.43	2214.67	522
8986	6580	269	409	262	233916	39765.72	194150.28	1042.24	739
8987	7065	341	454	205	323103	58158.54	264944.46	1264.89	772
8988	7075	383	408	227	358601	96822.27	261778.73	1103.67	821
8989	9212	337	484	267	364390	98385.3	266004.7	1951.85	598
8990	5082	329	375	385	305171	48827.36	256343.64	1880.96	594
8991	3576	287	440	331	445272	89054.4	356217.6	1501.83	828
8992	6260	285	479	345	329031	82257.75	246773.25	1641.79	641
8993	7741	400	454	259	352776	70555.2	282220.8	1692.06	689
8994	6800	442	406	282	405102	36459.18	368642.82	2704.97	587
8995	3717	257	368	397	283842	36899.46	246942.54	1178.94	778
8996	5773	434	426	272	300600	18036	282564	1516.86	714
8997	7779	461	423	396	379855	49381.15	330473.85	1774.06	728
8998	4642	367	449	421	330198	59435.64	270762.36	1141.55	835
8999	4999	489	354	410	472702	122902.52	349799.48	1670	786
9000	5147	349	452	288	436300	104712	331588	1780.04	731
9001	5268	368	413	371	286801	60228.21	226572.79	1662.51	504
9002	7409	426	454	230	451306	103800.38	347505.62	2083.47	669
9003	9066	294	477	241	438255	65738.25	372516.75	2733.4	544
9004	9156	328	445	350	313300	78325	234975	990.66	846
9005	8648	474	462	309	488995	39119.6	449875.4	2993.03	621
9006	8045	400	490	321	499008	54890.88	444117.12	2662.71	684
9007	2161	265	394	338	438111	83241.09	354869.91	1496.15	810
9008	3108	388	382	367	298426	74606.5	223819.5	1341.91	651
9009	4980	348	452	204	353575	60107.75	293467.25	1759.48	800
9010	5112	409	375	229	277684	24991.56	252692.44	1515.02	669
9011	7807	446	423	354	270254	62158.42	208095.58	1526.93	508
9012	3948	358	354	226	251562	12578.1	238983.9	1589.97	611
9013	8226	217	495	281	378477	83264.94	295212.06	2166.16	595
9014	3487	209	496	376	307539	15376.95	292162.05	1568.39	740
9015	5339	320	444	327	335529	80526.96	255002.04	1075.1	807
9016	3684	492	369	240	238081	59520.25	178560.75	1187.97	605
9017	4299	435	468	404	404928	36443.52	368484.48	1978.1	730
9018	3821	276	486	273	260610	33879.3	226730.7	1508.45	645
9019	7523	291	423	299	300194	51032.98	249161.02	1337.55	715
9020	4418	362	483	291	389038	19451.9	369586.1	1764.46	790
9021	3183	243	481	278	462810	111074.4	351735.6	2580.91	536
9022	3283	264	378	368	277055	69263.75	207791.25	1382.44	605
9023	6310	275	394	368	420346	71458.82	348887.18	2091.75	659
9024	3206	400	366	212	349659	69931.8	279727.2	1179.34	839
9025	4385	222	384	284	246278	59106.72	187171.28	893.58	782
9026	6581	432	472	332	490414	49041.4	441372.6	2936.46	632
9027	3529	221	373	433	472008	56640.96	415367.04	3047.82	510
9028	4659	290	350	425	373191	48514.83	324676.17	1550.05	770
9029	3375	427	411	225	230982	36957.12	194024.88	818.02	801
9030	2002	289	441	316	394557	23673.42	370883.58	1563.66	650
9031	4064	375	369	423	488977	73346.55	415630.45	3049.75	549
9032	7132	338	380	437	298541	50751.97	247789.03	1818.19	507
9033	9010	210	393	200	287187	63181.14	224005.86	1643.68	563
9034	7949	356	498	227	478187	124328.62	353858.38	1899.59	702
9035	3358	350	396	352	306155	42861.7	263293.3	1931.95	591
9036	4981	292	494	288	473428	108888.44	364539.56	2674.86	573
9037	9214	463	495	418	303287	63690.27	239596.73	1436.5	673
9038	2704	396	387	313	348749	76724.78	272024.22	1146.87	830
9039	6691	278	472	284	448854	80793.72	368060.28	1757.18	752
9040	9859	467	425	441	361787	104918.23	256868.77	1884.81	507
9041	8566	491	471	405	252348	58040.04	194307.96	927.66	795
9042	3433	372	485	320	422943	63441.45	359501.55	2637.9	566
9043	7927	368	443	368	454683	27280.98	427402.02	3136.12	533
9044	2603	363	400	386	268422	69789.72	198632.28	948.3	755
9045	5725	426	489	209	341656	54664.96	286991.04	2105.84	594
9046	2995	231	481	238	333416	56680.72	276735.28	1659.17	661
9047	4780	462	463	369	284299	59702.79	224596.21	1648.01	542
9048	6852	212	471	225	348835	62790.3	286044.7	2098.89	649
9049	9755	202	359	340	250152	27516.72	222635.28	1062.89	784
9050	4233	490	476	296	366370	47628.1	318741.9	1911.02	690
9051	6249	434	424	373	282016	14100.8	267915.2	1965.87	589
9052	2096	260	446	239	427841	106960.25	320880.75	2134.83	609
9053	9807	285	452	233	445180	75680.6	369499.4	1764.05	794
9054	8052	290	497	226	264365	13218.25	251146.75	1842.83	552
9055	2922	479	430	449	387542	62006.72	325535.28	1951.75	676
9056	2073	224	460	396	271973	32636.76	239336.24	1434.94	657
9057	8149	403	433	206	304502	21315.14	283186.86	1697.85	665
9058	2799	352	374	372	327439	42567.07	284871.93	1360.02	788
9059	9165	404	431	339	412749	41274.9	371474.1	1773.47	699
9060	6008	457	444	433	254443	15266.58	239176.42	1754.99	588
9061	2258	249	440	371	488652	48865.2	439786.8	3227	574
9062	6967	316	406	446	329329	69159.09	260169.91	1396.65	701
9063	3877	371	359	447	443245	106378.8	336866.2	2471.8	535
9064	3553	369	407	311	494127	69177.78	424949.22	1791.6	836
9065	4218	421	478	208	396831	55556.34	341274.66	2270.51	610
9066	9817	375	404	287	398240	95577.6	302662.4	2013.62	629
9067	4945	397	357	364	455662	132141.98	323520.02	2373.88	560
9068	6897	208	417	253	354791	85149.84	269641.16	1793.93	630
9069	5903	320	376	430	245960	61490	184470	880.69	774
9070	3699	407	472	361	392667	58900.05	333766.95	2449.06	581
9071	4694	415	484	394	399200	55888	343312	2284.06	604
9072	5618	389	390	316	355822	64047.96	291774.04	1749.33	651
9073	5612	477	417	382	459451	128646.28	330804.72	2427.33	536
9074	4042	473	380	294	455554	113888.5	341665.5	1440.48	830
9075	9659	290	472	282	261477	62754.48	198722.52	837.82	813
9076	2467	314	401	207	320697	93002.13	227694.87	1365.15	695
9077	3715	397	451	253	411915	32953.2	378961.8	1597.72	817
9078	2639	227	350	350	428085	21404.25	406680.75	2183.15	714
9079	9528	262	402	281	275615	77172.2	198442.8	947.4	791
9080	9636	217	401	362	274062	52071.78	221990.22	935.92	826
9081	7375	344	365	294	488264	117183.36	371080.64	1992.04	710
9082	6978	425	407	435	279888	81167.52	198720.48	837.81	818
9083	4130	390	471	277	330416	85908.16	244507.84	1312.57	725
9084	3797	339	488	344	418934	37704.06	381229.94	2797.33	569
9085	2109	253	474	401	245727	12286.35	233440.65	1553.09	635
9086	7206	242	354	270	493121	83830.57	409290.43	1725.58	844
9087	6173	421	357	215	420322	109283.72	311038.28	2069.35	625
9088	4279	393	435	323	333346	93336.88	240009.12	1596.79	642
9089	5450	213	390	285	412652	24759.12	387892.88	2580.66	630
9090	2715	333	399	297	315004	18900.24	296103.76	2172.7	582
9091	8823	275	472	262	334560	63566.4	270993.6	1988.46	526
9092	6634	307	458	304	293717	35246.04	258470.96	1896.57	539
9093	6612	466	417	389	406738	20336.9	386401.1	2316.67	653
9094	6117	356	389	266	288702	34644.24	254057.76	1212.91	793
9095	8248	374	387	404	327607	22932.49	304674.51	2027.01	636
9096	7222	318	427	440	303017	75754.25	227262.75	1220	711
9097	9223	351	490	203	272922	43667.52	229254.48	1682.19	556
9098	5310	286	361	297	236277	47255.4	189021.6	1133.28	667
9099	8436	231	449	441	389197	108975.16	280221.84	2056.17	517
9100	3487	318	419	304	305018	33551.98	271466.02	1991.92	570
9101	5917	319	484	221	498244	49824.4	448419.6	2407.21	715
9102	3896	383	408	399	475680	28540.8	447139.2	1885.16	841
9103	8746	425	354	446	393931	47271.72	346659.28	2078.4	679
9104	2769	353	395	286	235745	28289.4	207455.6	1243.8	653
9105	8058	261	391	263	371048	44525.76	326522.24	1752.84	719
9106	7905	485	372	266	425642	97897.66	327744.34	1759.4	704
9107	3000	435	420	304	416854	104213.5	312640.5	2294.05	587
9108	9775	468	440	224	245883	68847.24	177035.76	1177.82	619
9109	7866	357	392	215	348290	101004.1	247285.9	1814.5	571
9110	7910	225	361	412	387971	104752.17	283218.83	1352.13	759
9111	7111	439	490	200	254758	35666.12	219091.88	923.7	814
9112	6329	376	444	427	279081	72561.06	206519.94	870.7	817
9113	2639	426	458	339	268667	26866.7	241800.3	1774.24	549
9114	5385	318	430	244	404370	24262.2	380107.8	2789.1	594
9115	4199	273	385	408	287581	23006.48	264574.52	1115.46	831
9116	8523	407	489	371	353581	84859.44	268721.56	1132.94	801
9117	9185	488	387	423	317163	41231.19	275931.81	1481.26	707
9118	9626	303	427	300	368648	95848.48	272799.52	1635.57	685
9119	9228	398	350	224	402955	32236.4	370718.6	2222.65	686
9120	2784	213	357	348	365695	25598.65	340096.35	2495.51	588
9121	6648	354	372	280	477285	66819.9	410465.1	2203.47	719
9122	5637	205	494	431	372406	22344.36	350061.64	2568.63	541
9123	2185	350	438	385	389164	77832.8	311331.2	2284.44	595
9124	5127	284	413	419	252656	60637.44	192018.56	1277.5	629
9125	5851	350	406	360	499955	124988.75	374966.25	1580.87	823
9126	9023	349	443	373	361143	79451.46	281691.54	2066.95	503
9127	9717	460	385	317	410757	24645.42	386111.58	2833.15	528
9128	5658	300	406	385	448211	35856.88	412354.12	2213.61	725
9129	5689	353	389	364	359463	50324.82	309138.18	2268.35	572
9130	5603	341	454	390	264629	21170.32	243458.68	1786.41	537
9131	7543	316	382	212	491418	98283.6	393134.4	2615.53	620
9132	2452	335	417	343	272743	73640.61	199102.39	950.55	756
9133	2734	293	420	393	259078	44043.26	215034.74	1430.63	625
9134	4002	201	442	380	362628	54394.2	308233.8	1471.56	752
9135	8608	240	459	360	454183	72669.28	381513.72	2799.41	563
9136	7653	330	361	261	451352	45135.2	406216.8	2702.57	622
9137	4545	313	459	424	366373	95256.98	271116.02	1455.41	739
9138	3096	433	356	227	250030	27503.3	222526.7	1480.48	633
9139	9129	323	433	338	429489	25769.34	403719.66	2420.5	661
9140	9039	327	350	230	290370	72592.5	217777.5	1169.08	722
9141	3739	298	397	428	235860	14151.6	221708.4	1626.82	530
9142	9348	461	488	377	240512	31266.56	209245.44	998.97	764
9143	9994	382	420	206	320936	54559.12	266376.88	1123.06	808
9144	4479	413	437	397	447501	71600.16	375900.84	2758.23	566
9145	4760	364	476	289	386600	77320	309280	1660.28	703
9146	3948	469	481	387	379525	94881.25	284643.75	1893.74	629
9147	9399	436	482	329	342170	37638.7	304531.3	2234.54	500
9148	3461	452	373	389	301888	18113.28	283774.72	1887.96	631
9149	4897	483	485	277	482482	82021.94	400460.06	2938.43	501
9150	6249	294	413	409	246064	59055.36	187008.64	1372.2	549
9151	2438	292	429	270	270350	75698	194652	1428.29	585
9152	5061	337	487	439	321754	45045.56	276708.44	1166.61	815
9153	8225	384	429	206	233261	46652.2	186608.8	786.75	749
9154	2357	442	393	385	241897	14513.82	227383.18	1668.46	519
9155	4412	245	414	270	402625	84551.25	318073.75	1341.01	807
9156	7865	267	496	381	324143	19448.58	304694.42	2027.14	610
9157	8973	392	438	212	325416	29287.44	296128.56	1248.49	805
9158	5560	261	374	246	431168	125038.72	306129.28	2246.27	592
9159	9943	471	350	245	236705	68644.45	168060.55	1007.61	693
9160	8061	242	423	216	319018	15950.9	303067.1	2223.8	528
9161	2827	329	450	412	231631	34744.65	196886.35	939.97	784
9162	4384	278	420	283	405204	89144.88	316059.12	2319.13	584
9163	2045	449	450	444	450644	85622.36	365021.64	2428.5	634
9164	9505	211	475	326	320573	76937.52	243635.48	1027.18	805
9165	6870	289	418	365	489238	117417.12	371820.88	2229.25	653
9166	7945	322	427	357	315385	69384.7	246000.3	1805.06	596
9167	3956	400	416	249	325383	16269.15	309113.85	2268.17	554
9168	7312	443	481	244	448825	116694.5	332130.5	2209.67	640
9169	9415	245	355	376	267324	13366.2	253957.8	1070.7	844
9170	2367	226	486	387	432911	73594.87	359316.13	2636.53	519
9171	7096	360	490	356	297557	41657.98	255899.02	1221.7	798
9172	2572	496	490	449	432986	38968.74	394017.26	1661.19	810
9173	8707	288	421	312	455247	22762.35	432484.65	2064.75	791
9174	9749	260	362	266	380659	49485.67	331173.33	1581.07	786
9175	5413	374	453	241	424745	80701.55	344043.45	2524.47	510
9176	3130	218	388	384	453142	22657.1	430484.9	3158.75	504
9177	7227	466	419	345	465764	125756.28	340007.72	2494.86	586
9178	7590	393	439	252	369922	70285.18	299636.82	1608.52	714
9179	9753	213	462	213	377272	26409.04	350862.96	1479.25	837
9180	7891	472	445	233	293481	38152.53	255328.47	1218.98	780
9181	3706	348	394	220	462666	32386.62	430279.38	3157.24	553
9182	6851	313	392	418	240256	38440.96	201815.04	963.5	751
9183	9027	367	402	399	295352	26581.68	268770.32	1972.14	517
9184	6600	349	441	297	498667	59840.04	438826.96	3219.96	583
9185	3613	315	401	310	237214	14232.84	222981.16	1336.88	693
9186	9868	311	363	234	323790	74471.7	249318.3	1051.14	811
9187	2533	476	350	237	399552	47946.24	351605.76	1887.5	709
9188	5047	244	446	348	346676	48534.64	298141.36	1983.54	605
9189	7064	402	359	233	471338	75414.08	395923.92	1669.23	825
9190	6001	349	462	213	286837	65972.51	220864.49	1469.42	634
9191	5992	337	460	391	472223	103889.06	368333.94	2208.35	656
9192	9824	456	355	269	257869	36101.66	221767.34	1627.25	538
9193	9265	335	382	209	387921	93101.04	294819.96	2163.28	574
9194	7766	484	469	271	400400	60060	340340	2497.29	575
9195	8161	347	497	226	444609	88921.8	355687.2	1499.59	832
9196	8290	334	413	315	379729	91134.96	288594.04	1377.79	777
9197	9796	401	452	390	433853	82432.07	351420.93	1677.74	751
9198	4045	430	398	375	261950	20956	240994	1293.71	710
9199	6022	481	391	357	345155	17257.75	327897.25	2181.51	617
9200	8756	367	411	442	312349	49975.84	262373.16	1408.48	734
9201	6372	343	439	293	267072	24036.48	243035.52	1304.67	701
9202	2013	341	469	266	281636	76041.72	205594.28	1232.64	695
9203	2926	227	461	262	491350	39308	452042	3316.92	542
9204	2044	480	483	378	266463	21317.04	245145.96	1469.77	685
9205	4047	221	396	311	391772	113613.88	278158.12	1327.97	752
9206	4148	394	452	388	265630	58438.6	207191.4	1520.3	578
9207	5123	286	456	365	416842	108378.92	308463.08	2263.39	527
9208	6601	202	406	314	278001	58380.21	219620.79	1316.74	686
9209	2002	445	402	369	331217	19873.02	311343.98	2071.38	636
9210	3222	308	366	417	354717	102867.93	251849.07	1061.81	819
9211	2933	315	463	246	395210	98802.5	296407.5	1591.18	745
9212	4126	238	404	236	452367	27142.02	425224.98	3120.15	530
9213	7677	474	426	344	325272	26021.76	299250.24	1261.65	822
9214	4593	485	496	332	260341	44257.97	216083.03	911.01	828
9215	7688	289	360	226	478497	57419.64	421077.36	3089.72	541
9216	6943	397	486	296	243875	70723.75	173151.25	730.01	807
9217	6681	250	386	381	402557	76485.83	326071.17	2392.59	536
9218	9362	288	381	364	479187	129380.49	349806.51	2097.27	667
9219	4251	387	362	424	415394	74770.92	340623.08	1626.19	765
9220	8771	431	472	237	319183	89371.24	229811.76	1377.84	684
9221	5961	273	402	406	247893	64452.18	183440.82	875.77	757
9222	7899	344	376	283	378007	37800.7	340206.3	1826.3	740
9223	2529	404	443	229	447996	129918.84	318077.16	2333.94	558
9224	6582	375	469	322	405694	93309.62	312384.38	1676.95	747
9225	4573	368	474	415	335048	23453.36	311594.64	1313.7	816
9226	6477	332	499	252	347887	59140.79	288746.21	2118.72	563
9227	4327	208	417	306	365556	40211.16	325344.84	2164.53	621
9228	9339	382	469	235	461374	41523.66	419850.34	2253.85	742
9229	5021	219	427	356	478331	124366.06	353964.94	1689.88	752
9230	7956	403	383	321	392534	70656.12	321877.88	1536.69	772
9231	4146	471	384	239	266174	21293.92	244880.08	1796.84	529
9232	6763	294	395	377	280530	14026.5	266503.5	1955.51	521
9233	6799	467	382	317	412695	61904.25	350790.75	1478.95	845
9234	2005	384	407	403	232625	46525	186100	1365.54	546
9235	5116	492	409	362	346486	62367.48	284118.52	2084.76	528
9236	8064	345	484	441	381845	22910.7	358934.3	1713.61	788
9237	7175	361	426	348	339254	81420.96	257833.04	1715.37	632
9238	4588	400	360	362	392899	70721.82	322177.18	1538.12	768
9239	7041	281	412	229	312829	28154.61	284674.39	1893.95	607
9240	5794	327	447	440	391281	93907.44	297373.56	1419.71	789
9241	7373	258	497	388	307551	21528.57	286022.43	2098.73	528
9242	9572	332	496	325	253744	63436	190308	1396.41	562
9243	4248	318	457	356	264177	29059.47	235117.53	1564.24	641
9244	7473	357	435	354	440977	44097.7	396879.3	2912.16	523
9245	8634	443	355	344	448935	76318.95	372616.05	2234.02	669
9246	8368	264	388	429	323631	80907.75	242723.25	1614.84	619
9247	2081	425	441	448	255230	56150.6	199079.4	1068.7	733
9248	8250	413	390	366	408310	20415.5	387894.5	1851.87	762
9249	3879	292	399	270	260995	13049.75	247945.25	1045.35	834
9250	7506	481	371	393	445317	48984.87	396332.13	2376.21	656
9251	7152	418	484	390	271810	67952.5	203857.5	859.47	848
9252	5127	398	461	413	461263	87639.97	373623.03	2485.72	609
9253	5073	259	457	442	395206	35568.54	359637.46	1516.25	818
9254	5737	398	430	447	390317	35128.53	355188.47	2606.25	563
9255	5926	383	380	295	438487	74542.79	363944.21	2421.33	643
9256	5778	401	465	298	290847	69803.28	221043.72	1470.61	630
9257	2449	408	495	320	390635	46876.2	343758.8	1449.3	822
9258	6336	446	365	400	384266	111437.14	272828.86	1150.26	846
9259	8384	491	454	432	459665	124109.55	335555.45	2232.46	646
9260	4054	293	394	214	379617	102496.59	277120.41	1843.69	650
9261	6324	472	465	254	402677	80535.4	322141.6	2363.76	554
9262	3398	459	414	350	347646	55623.36	292022.64	2142.76	699
9263	5227	461	380	321	488996	88019.28	400976.72	2152.53	702
9264	4212	332	378	383	432611	25956.66	406654.34	1941.43	792
9265	2726	344	458	270	396837	99209.25	297627.75	2183.89	547
9266	3411	489	409	324	322389	25791.12	296597.88	2176.33	545
9267	6551	415	444	319	402707	64433.12	338273.88	2482.13	579
9268	5801	416	421	313	260810	15648.6	245161.4	1033.61	830
9269	8046	416	385	401	253462	20276.96	233185.04	1551.39	603
9270	9669	277	444	307	406437	109737.99	296699.01	2177.07	514
9271	8807	393	367	400	369346	18467.3	350878.7	2334.4	643
9272	3035	374	421	332	444467	35557.36	408909.64	1952.2	773
9273	9465	203	392	229	307331	70686.13	236644.87	1129.78	755
9274	7302	228	411	302	484980	33948.6	451031.4	1901.57	823
9275	2029	401	473	395	271706	62492.38	209213.62	882.05	814
9276	7244	265	391	312	238378	47675.6	190702.4	1399.31	534
9277	9468	343	367	398	328755	72326.1	256428.9	1706.03	606
9278	2914	441	399	360	474081	28444.86	445636.14	2127.54	757
9279	9245	479	392	425	275583	55116.6	220466.4	1617.7	529
9280	8398	387	413	442	231896	32465.44	199430.56	840.81	831
9281	7037	297	352	247	275578	41336.7	234241.3	1558.41	646
9282	9008	326	378	266	378493	56773.95	321719.05	1928.87	653
9283	4313	204	391	392	260139	70237.53	189901.47	1019.43	702
9284	8336	350	417	245	413852	20692.6	393159.4	2615.7	628
9285	6354	317	352	379	413510	78566.9	334943.1	2457.69	501
9286	7375	355	421	345	359917	50388.38	309528.62	2059.3	640
9287	4268	411	453	260	445511	40095.99	405415.01	2974.79	578
9288	7774	402	476	385	376587	67785.66	308801.34	1851.42	696
9289	9552	245	454	244	318667	38240.04	280426.96	1681.3	663
9290	9010	334	364	369	462577	83263.86	379313.14	1599.2	828
9291	2164	477	494	347	275822	71713.72	204108.28	1497.67	523
9292	3721	203	353	377	471196	122510.96	348685.04	2090.54	680
